Rank,Institution,Type,City,Website,Deposits,Assets,Biz card?,Card link,0% intro,Terms,Underwriter,UW evidence,Apply,Apply link,Bureau (quick),No-doc (quick),ChexSystems,EWS,LexisNexis/SageStream,Other secondary,Live-check note,Sources,Screen date
362,CORRECTIONS FEDERAL CREDIT UNION,Credit Union,Soledad,https://corfed.com,33269,36391,NO,,—,Consumer Visa only (APR as low as 12%); no business banking,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://corfed.com/services/,2026-06-11
363,Citizens National Bank of Texas,Out-of-state bank with CA branches (SOD),Waxahachie,https://www.cnboftexas.com,33108,2109952,NO,,—,,—,Site index shows business checking + business DEBIT cards but no credit card product pages; direct fetch blocked,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.cnboftexas.com/business-banking/debit-cards/,2026-06-11
364,MEDIA CITY CREDIT UNION,Credit Union,Burbank,https://mediacitycu.org/,31625,37815,NO,,—,Personal Classic/Share Secured VISA only; small business checking but no business card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://mediacitycu.org/visa-credit-card/,2026-06-11
365,First IC Bank,Out-of-state bank with CA branches (SOD),Doraville,https://www.firsticbank.com (now 302 -> metrocitybank.bank),31528,1243029,NO,,—,ENTITY ABSORBED: firsticbank.com now 302-redirects to metrocitybank.bank; MetroCity completed acquisition 2025-12-01 (SEC 8-K/10-Q). Metro City Bank shows no advertised business credit card product — only third-party Card Service Center logins (consumer.cardservices.bank / business.cardservices.bank),—,firsticbank.com redirect observed live 2026-06-11; metrocitybank.bank nav has no card product pages [raw: UNKNOWN (successor Metro City uses unnamed third-party card servicing)],n/a,,n/a,n/a,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONTRADICTS-PRIOR — STATUS CHANGED: prior said acquisition pending ~Q4 2025 with site live ('Card Hub' = mgmt only); live: deal CLOSED 2025-12-01 and First IC site/brand is gone (redirects to Metro City Bank). Still no business card either way,https://www.metrocitybank.bank/; https://www.sec.gov/Archives/edgar/data/0001747068/000110465926057876/mcbs-20260331x10q.htm,2026-06-11
366,UTILITY DISTRICT CREDIT UNION,Credit Union,Oakland,https://udcu.org,30902,34118,NO,,—,EBMUD-employee CU; personal accounts only; Visa debit only - no credit cards or business products in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://udcu.org/,2026-06-11
367,CAPSTONE FEDERAL CREDIT UNION,Credit Union,Aliso Viejo,https://www.capstonefcu.coop,30564,34573,NO,,—,Personal VISA Gold only (0% intro APR 12 mo on personal card); no business banking section,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.capstonefcu.coop/,2026-06-11
368,ANTIOCH COMMUNITY FEDERAL CREDIT UNION,Credit Union,Antioch,https://antiochcommfcu.org,29187,34322,NO,,—,Tiny CU (~1400 members); no credit card pages on site; one directory says no credit card program; no business card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://antiochcommfcu.org/; https://www.creditunionsonline.com/credit-union-3394.html,2026-06-11
369,EL MONTE COMMUNITY CREDIT UNION,Credit Union,El Monte,https://www.elmonteccu.org,29015,32962,NO,,—,Personal VISA Platinum (3.99% intro BT offer) and Share Secured only; serviced via EZ Card Info; no business card,—,EZ Card Info portal on personal cards [raw: N/A (personal serviced via eZCardInfo/FIS)],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.elmonteccu.org/loans/visa-credit-cards,2026-06-11
370,GREATER VALLEY CREDIT UNION,Credit Union,Fresno,https://www.greatervalleycu.org,28339,33435,NO,,—,Consumer VISA Classic fixed-rate only; no business products,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.greatervalleycu.org/credit-cards,2026-06-11
371,SAN MATEO CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,San Mateo,https://smcefcu.org,27458,33330,NO,,—,,—,No credit card products at all on site (city-employee CU; deposits + loans only),—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://smcefcu.org/,2026-06-11
372,HANIN FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://www.haninfcu.org/,26978,31725,NO,,—,No credit cards of any kind on site (deposit/loan products only; business checking offered),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.haninfcu.org/,2026-06-11
373,SLO CREDIT UNION,Credit Union,San Luis Obispo,https://slocu.com,25918,29740,YES,https://slocu.com/credit-cards/,Not stated,'Consumer and business credit cards'; competitive rates; instant issue; APR/AF not published - decisions made locally case-by-case,SELF,In-house underwriting implied: 'locally owned and operated... we look at each applicant's situation'; applications via CU's own It's Me 247 (CU*Answers) loan portal; no Elan/TCM markers,Online,https://loans.itsme247.com,—,⭐ Manual/relationship underwriting language ('look at each applicant's situation') - possible flex on docs,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://slocu.com/credit-cards/,2026-06-11
374,MATTEL FEDERAL CREDIT UNION,Credit Union,El Segundo,https://www.mattelfcu.org,25569,29131,NO,,—,Single personal Visa credit card; SEG credit union (Mattel employees); no business banking,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.mattelfcu.org/,2026-06-11
375,BAKERSFIELD CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Bakersfield,https://www.bakcityefcu.org,25546,29354,NO,,—,Personal VISA only (serviced via eZCardInfo); city-employee FOM; no business card,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.bakcityefcu.org/online-services,2026-06-11
376,SUN PACIFIC FEDERAL CREDIT UNION,Credit Union,Richmond,https://www.sunpacific.org,24506,29840,NO,,—,Personal Visa only (Visa Purchase Alerts); small SSA-employee-area CU; no business card found,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.sunpacific.org/,2026-06-11
377,NORTHERN REDWOOD FEDERAL CREDIT UNION,Credit Union,Arcata,https://www.northernredwoodfcu.org,22577,24492,NO,,—,Consumer rewards & share-secured cards per directories; no business products surfaced,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.northernredwoodfcu.org/,2026-06-11
378,CENTER CITY COMMUNITY CREDIT UNION,Credit Union,Buena Park,https://www.ccccu.org,22405,25267,NO,,—,,—,Single consumer Visa (as low as 8.90% APR w/ bonus points); no business accounts,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.ccccu.org/,2026-06-11
379,FRESNO GRANGERS FEDERAL CREDIT UNION,Credit Union,Fresno,http://www.fresnograngersfcu.com/,20723,26954,NO,,—,Site is bare directory index; no product pages; directory listings show savings/checking/loans only - no credit card program found,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),http://www.fresnograngersfcu.com/; https://www.creditunionsonline.com/credit-union-services-5345.html,2026-06-11
380,EMPLOYEES CHOICE FEDERAL CREDIT UNION,Credit Union,El Cajon,https://www.employeeschoice.org,20191,22980,NO,,—,Consumer Platinum Visa only (as low as 9.9% APR; ScoreCard Rewards); no business products in nav,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.employeeschoice.org/,2026-06-11
381,ONTARIO PUBLIC EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Ontario,https://www.opefcu.org,19710,23435,NO,,—,Single personal VISA ($5 annual fee); no business credit card or business banking on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.opefcu.org/loans.php,2026-06-11
382,NOVO FEDERAL CREDIT UNION,Credit Union,Norco,https://www.novocu.org,17951,20774,NO,,—,No credit card products on site at all; corrections-employee FOM,—,,—,,—,—,Membership: No — Novo confirmed does NOT use ChexSystems for business accounts | BUSINESS: No — same; no ChexSystems for the business account [2026-06-11] (https://novo.zendesk.com/hc/en-us/articles/4640977954964-What-is-Novo),Membership: No (identity-only) | BUSINESS: No [2026-06-11] (https://novo.zendesk.com/hc/en-us/articles/4640977954964-What-is-Novo),UNKNOWN,UNKNOWN,Fresh screen (single pass; not in live re-verify set),https://www.novocu.org/,2026-06-11
383,CIBC Bank USA,Out-of-state bank with CA branches (SOD),Chicago,https://us.cibc.com,16966,65130106,UNCLEAR,,—,No SMB business credit card found on US site; CIBC commercial card programs found are Canada-side (cibc.com) incl. U.S. Bank Canada partnership; us.cibc.com blocked to direct fetch,UNKNOWN,Canadian CIBC commercial cards reference U.S. Bank partnership; US entity card offering not confirmed,UNKNOWN,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://us.cibc.com/en/home.html; https://www.cibc.com/en/commercial/business-solutions/credit-cards.html,2026-06-11
384,FONTANA FEDERAL CREDIT UNION,Credit Union,Fontana,https://www.fontanafcu.org,15829,17231,NO,,—,Tiny CU; small consumer unsecured card program only (~56 cards per call report data),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.fontanafcu.org/,2026-06-11
385,MID-CITIES CREDIT UNION,Credit Union,Compton,https://www.midcitiescu.org,14926,16279,NO,,—,,—,Single consumer credit card under Borrow nav; no business banking section,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.midcitiescu.org/,2026-06-11
386,L.A. HEALTHCARE FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://lahfcu.org/,13604,14970,NO,,—,Personal VISA credit card only; no business banking,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://lahfcu.org/,2026-06-11
387,INLAND FEDERAL CREDIT UNION,Credit Union,La Mesa,https://inland.cabrillocu.com (inlandfederal.org redirects),13587,14796,NO,,—,Consumer-only $15M CU; members approved merger into Cabrillo Credit Union - card products being routed through Cabrillo; no business products,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://inland.cabrillocu.com/,2026-06-11
388,BEVERLY HILLS CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Beverly Hills,https://bhcefcu.org,13149,14904,NO,,—,Small SEG CU (~1300 members) for City of Beverly Hills employees; personal credit card services only; no business banking found,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://bhcefcu.org/,2026-06-11
389,UNITED ASSOCIATION CREDIT UNION,Credit Union,Concord,http://www.unitedassociationcu.org,11898,14328,NO,,—,Directory reports no credit card program; UA Local 342 members; $13M assets,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.creditunionsonline.com/credit-union-9304.html; http://www.unitedassociationcu.org/,2026-06-11
390,ATCHISON VILLAGE CREDIT UNION,Credit Union,Richmond,https://www.atchisonvillagecu.org,11658,13271,NO,,—,No credit cards offered at all (checking/savings/auto/title loans only); $11.7M single-branch CU,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.atchisonvillagecu.org/,2026-06-11
391,ESPEECO FEDERAL CREDIT UNION,Credit Union,Bakersfield,https://www.espeeco.org,11580,12367,NO,,—,Tiny CU ($12M); Visa debit only - no credit cards offered at all,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.espeeco.org/,2026-06-11
392,NORTHEAST COMMUNITY FEDERAL CREDIT UNION,Credit Union,San Francisco,https://www.necfcu.org,10355,15791,NO,,—,,—,CDFI with business accounts/loans but no business credit card listed; consumer cards only,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.necfcu.org/,2026-06-11
393,COMUNIDAD LATINA FEDERAL CREDIT UNION,Credit Union,Santa Ana,https://www.clfcu.org/,8358,11186,NO,,—,No credit cards on site (vehicle/personal/payday loans only),—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.clfcu.org/,2026-06-11
394,REDLANDS CITY EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Redlands,https://www.redlandsfcu.org,7606,10291,NO,,—,$10M city-employee CU; no credit cards at all (personal or business) on site,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.redlandsfcu.org/,2026-06-11
395,L. A. MISSION FEDERAL CREDIT UNION,Credit Union,San Fernando,https://lamissionfcu.org,7522,8606,NO,,—,~$8.6M single-branch CU; services listed are auto/personal/payday/title loans and savings; no credit card program found at all,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://lamissionfcu.org/,2026-06-11
396,EPISCOPAL COMMUNITY FEDERAL CREDIT UNION,Credit Union,Los Angeles,https://www.episcopalcredit.org,6036,6625,NO,,—,No credit cards at all; offers church loans and business loans but only ATM/debit cards,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.episcopalcredit.org/,2026-06-11
397,DENOCOS FEDERAL CREDIT UNION,Credit Union,Crescent City,https://denocos.com,5322,6295,NO,,—,No credit cards offered (auto/personal/boat/RV loans + savings only); school-employee CU,—,[raw: N/A],N/A,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://denocos.com/,2026-06-11
398,SAN FRANCISCO LEE FEDERAL CREDIT UNION,Credit Union,San Francisco,No official website found,5042,10746,NO,,—,Tiny family-based CU (Lee family Chinatown; open 3 part-days/wk); no card products surfaced,—,,—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://ncuso.org/credit-union/16547/; https://www.branchspot.com/san-francisco-lee-federal-credit-union/,2026-06-11
399,SANTA MARIA ASSOCIATED EMPLOYEES FEDERAL CREDIT UNION,Credit Union,Santa Maria,https://www.smcreditunion.org,4464,4918,NO,,—,,—,No credit card program at all (tiny $5M employee CU; loans + savings only),—,,—,—,UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),UNKNOWN (no sweep row),Fresh screen (single pass; not in live re-verify set),https://www.smcreditunion.org/,2026-06-11
